"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"SOUTHBANK","EQ","18-Oct-2017","         32.05","         32.20","         32.40","         31.65","         32.25","         32.10","         31.97","   16158623","           516591977.50","      17697","    3417873","         21.15"
"SOUTHBANK","EQ","19-Oct-2017","         32.10","         32.50","         32.50","         31.80","         32.15","         32.10","         32.18","    8572870","           275911542.40","       9859","    3985976","         46.50"
"SOUTHBANK","EQ","23-Oct-2017","         32.10","         32.25","         32.35","         31.65","         31.90","         31.80","         32.01","   23426997","           749954432.20","      31597","    9199565","         39.27"
"SOUTHBANK","EQ","24-Oct-2017","         31.80","         32.00","         32.25","         31.80","         32.15","         32.05","         32.01","   25116237","           804021652.55","      23531","    8375707","         33.35"
"SOUTHBANK","EQ","25-Oct-2017","         32.05","         32.60","         33.25","         30.60","         31.05","         30.90","         31.57","   34574640","          1091654347.45","      31234","   11443165","         33.10"
"SOUTHBANK","EQ","26-Oct-2017","         30.90","         31.00","         31.70","         30.45","         31.30","         31.25","         31.17","   30107140","           938527994.95","      23702","   10003691","         33.23"
"SOUTHBANK","EQ","27-Oct-2017","         31.25","         31.30","         31.70","         30.75","         30.80","         30.95","         31.31","   10739474","           336302455.25","      13279","    3539401","         32.96"
"SOUTHBANK","EQ","30-Oct-2017","         30.95","         31.10","         31.20","         30.75","         30.85","         30.85","         30.96","    7546467","           233660818.05","       7597","    2837797","         37.60"
"SOUTHBANK","EQ","31-Oct-2017","         30.85","         30.90","         31.35","         30.40","         30.65","         30.55","         30.82","   12673948","           390655428.25","      10048","    4988551","         39.36"
"SOUTHBANK","EQ","01-Nov-2017","         30.55","         31.00","         31.15","         30.75","         30.90","         30.85","         30.96","    8157967","           252577452.65","       7585","    2511688","         30.79"
"SOUTHBANK","EQ","02-Nov-2017","         30.85","         30.90","         31.20","         30.25","         30.55","         30.55","         30.74","    9774320","           300418155.45","       8999","    2678725","         27.41"
"SOUTHBANK","EQ","03-Nov-2017","         30.55","         30.65","         32.00","         30.10","         31.90","         31.70","         31.19","   23783826","           741782473.55","      19140","    7884035","         33.15"
"SOUTHBANK","EQ","06-Nov-2017","         31.70","         31.90","         32.10","         31.05","         31.20","         31.20","         31.52","   14366035","           452884326.15","      13981","    5451972","         37.95"
"SOUTHBANK","EQ","07-Nov-2017","         31.20","         31.35","         31.50","         30.25","         30.55","         30.60","         30.76","   15944484","           490433868.65","      15766","    5867136","         36.80"
"SOUTHBANK","EQ","08-Nov-2017","         30.60","         30.60","         30.85","         30.05","         30.15","         30.10","         30.40","   11429503","           347488113.55","      11850","    4012959","         35.11"
"SOUTHBANK","EQ","09-Nov-2017","         30.10","         30.25","         31.10","         29.75","         30.90","         30.80","         30.45","   19297737","           587543111.20","      20222","    7588805","         39.32"
"SOUTHBANK","EQ","10-Nov-2017","         30.80","         30.90","         31.10","         30.45","         30.70","         30.70","         30.75","   11286785","           347030197.85","      14487","    3897041","         34.53"
"SOUTHBANK","EQ","13-Nov-2017","         30.70","         30.75","         31.00","         30.45","         30.45","         30.55","         30.71","    7316143","           224682021.05","       9344","    1924702","         26.31"
"SOUTHBANK","EQ","14-Nov-2017","         30.55","         30.60","         30.75","         30.30","         30.50","         30.45","         30.53","    4851195","           148100705.60","       5296","    1516642","         31.26"
"SOUTHBANK","EQ","15-Nov-2017","         30.45","         30.50","         30.50","         29.70","         30.10","         30.05","         30.16","    7203513","           217230077.15","       8964","    2463369","         34.20"
"SOUTHBANK","EQ","16-Nov-2017","         30.05","         30.15","         30.90","         30.00","         30.75","         30.45","         30.31","    5690904","           172514407.70","       8165","    1865743","         32.78"
"SOUTHBANK","EQ","17-Nov-2017","         30.45","         31.00","         31.45","         30.45","         30.55","         30.55","         30.79","    8528029","           262541084.75","       9704","    2928104","         34.34"
"SOUTHBANK","EQ","20-Nov-2017","         30.55","         30.65","         31.55","         30.35","         31.50","         31.45","         31.08","   24951278","           775450875.95","      19249","    6684247","         26.79"
"SOUTHBANK","EQ","21-Nov-2017","         31.45","         31.55","         32.15","         31.05","         31.45","         31.45","         31.68","   13452851","           426185774.00","      17591","    4051698","         30.12"
"SOUTHBANK","EQ","22-Nov-2017","         31.45","         31.45","         31.50","         31.00","         31.25","         31.25","         31.24","    4965197","           155130536.30","       8992","    1486219","         29.93"
"SOUTHBANK","EQ","23-Nov-2017","         31.25","         31.25","         31.50","         30.85","         31.25","         31.25","         31.24","    7282446","           227471203.25","      10981","    1289671","         17.71"
"SOUTHBANK","EQ","24-Nov-2017","         31.25","         31.25","         31.65","         31.15","         31.30","         31.45","         31.45","   14038985","           441489209.05","      23368","    5808181","         41.37"
"SOUTHBANK","EQ","27-Nov-2017","         31.45","         31.30","         31.50","         31.05","         31.45","         31.40","         31.32","    5484943","           171771685.80","      11107","    2088768","         38.08"
"SOUTHBANK","EQ","28-Nov-2017","         31.40","         31.55","         31.60","         31.25","         31.45","         31.45","         31.46","   13736012","           432140792.40","      20526","    4622433","         33.65"
"SOUTHBANK","EQ","29-Nov-2017","         31.45","         31.80","         33.00","         31.20","         32.75","         32.85","         32.50","   30842422","          1002418618.50","      43702","    9206625","         29.85"
"SOUTHBANK","EQ","30-Nov-2017","         32.85","         32.70","         33.45","         32.50","         32.85","         32.90","         32.98","   29590382","           976024863.90","      32681","    9961895","         33.67"
"SOUTHBANK","EQ","01-Dec-2017","         32.90","         33.00","         33.25","         31.55","         31.65","         31.70","         32.49","   14487586","           470713097.90","      29783","    4397405","         30.35"
"SOUTHBANK","EQ","04-Dec-2017","         31.70","         31.95","         32.05","         31.15","         31.70","         31.65","         31.68","    8144407","           258032344.25","      15839","    2361439","         28.99"
"SOUTHBANK","EQ","05-Dec-2017","         31.65","         31.60","         31.90","         31.15","         31.60","         31.55","         31.50","    7781714","           245087441.75","      10799","    2611675","         33.56"
"SOUTHBANK","EQ","06-Dec-2017","         31.55","         31.55","         31.85","         31.00","         31.15","         31.15","         31.41","    6703723","           210534615.70","      11973","    1644916","         24.54"
"SOUTHBANK","EQ","07-Dec-2017","         31.15","         31.30","         31.50","         31.05","         31.50","         31.40","         31.28","    9424828","           294840491.65","      11585","    3243335","         34.41"
"SOUTHBANK","EQ","08-Dec-2017","         31.40","         31.50","         32.50","         31.45","         32.35","         32.40","         32.05","   20169715","           646509681.75","      19760","    8829374","         43.78"
"SOUTHBANK","EQ","11-Dec-2017","         32.40","         32.45","         32.55","         31.70","         32.20","         32.10","         32.06","   10311206","           330542158.25","      17239","    1527696","         14.82"
"SOUTHBANK","EQ","12-Dec-2017","         32.10","         32.15","         32.15","         31.45","         31.70","         31.65","         31.78","    5007169","           159114879.50","       7563","    1991476","         39.77"
"SOUTHBANK","EQ","13-Dec-2017","         31.65","         31.40","         31.80","         30.90","         31.05","         31.10","         31.36","    8218604","           257746334.50","      11916","    3045849","         37.06"
"SOUTHBANK","EQ","14-Dec-2017","         31.10","         31.00","         31.25","         30.55","         30.95","         31.00","         30.89","    5198027","           160578665.30","      10800","    1828011","         35.17"
"SOUTHBANK","EQ","15-Dec-2017","         31.00","         31.55","         31.60","         30.85","         31.05","         31.00","         31.15","    6857027","           213568734.40","       9283","    3223202","         47.01"
"SOUTHBANK","EQ","18-Dec-2017","         31.00","         31.00","         31.70","         29.25","         31.25","         31.20","         31.04","   11265327","           349627632.80","      16555","    2740798","         24.33"
"SOUTHBANK","EQ","19-Dec-2017","         31.20","         31.35","         32.10","         31.30","         31.75","         31.85","         31.74","    8560310","           271678751.25","      13981","    2322932","         27.14"
"SOUTHBANK","EQ","20-Dec-2017","         31.85","         31.60","         32.10","         31.50","         31.60","         31.55","         31.82","    9551152","           303872949.40","      15371","    3730645","         39.06"
"SOUTHBANK","EQ","21-Dec-2017","         31.55","         31.70","         31.95","         31.30","         31.60","         31.45","         31.56","   11010593","           347447109.25","      17298","    3247595","         29.50"
"SOUTHBANK","EQ","22-Dec-2017","         31.45","         31.60","         31.80","         31.35","         31.50","         31.55","         31.58","    6203274","           195875295.20","      10684","    2535382","         40.87"
"SOUTHBANK","EQ","26-Dec-2017","         31.55","         31.55","         31.85","         31.35","         31.60","         31.55","         31.59","    5144051","           162478061.55","       4989","    2394075","         46.54"
"SOUTHBANK","EQ","27-Dec-2017","         31.55","         31.60","         31.95","         31.30","         31.40","         31.45","         31.66","    8952674","           283433337.00","       9344","    4418887","         49.36"
"SOUTHBANK","EQ","28-Dec-2017","         31.45","         31.40","         31.55","         30.70","         30.75","         30.85","         31.11","   11339478","           352723473.25","      12705","    6134844","         54.10"
"SOUTHBANK","EQ","29-Dec-2017","         30.85","         31.00","         31.15","         30.85","         31.05","         31.00","         30.99","    5139508","           159270998.75","       8215","    1704409","         33.16"
"SOUTHBANK","EQ","01-Jan-2018","         31.00","         31.40","         31.90","         31.20","         31.45","         31.45","         31.52","    9850786","           310487594.15","      13682","    4260670","         43.25"
"SOUTHBANK","EQ","02-Jan-2018","         31.45","         31.75","         31.75","         30.95","         31.15","         31.15","         31.28","    8279936","           259031076.05","      11116","    3257019","         39.34"
"SOUTHBANK","EQ","03-Jan-2018","         31.15","         31.20","         31.45","         31.10","         31.10","         31.15","         31.25","    6245319","           195168080.70","       7443","    2679106","         42.90"
"SOUTHBANK","EQ","04-Jan-2018","         31.15","         31.20","         31.75","         31.10","         31.30","         31.30","         31.36","   10358296","           324824313.35","      12354","    3694857","         35.67"
"SOUTHBANK","EQ","05-Jan-2018","         31.30","         31.70","         33.15","         31.55","         32.90","         32.90","         32.47","   26131714","           848380409.35","      31093","    9760956","         37.35"
"SOUTHBANK","EQ","08-Jan-2018","         32.90","         33.15","         34.15","         32.85","         33.95","         33.90","         33.56","   25819494","           866373470.50","      33292","    8201088","         31.76"
"SOUTHBANK","EQ","09-Jan-2018","         33.90","         34.30","         34.75","         32.30","         33.10","         33.20","         33.66","   72105308","          2426833099.50","      76419","   12145972","         16.84"
"SOUTHBANK","EQ","10-Jan-2018","         33.20","         33.40","         33.45","         32.00","         32.40","         32.35","         32.52","   17903867","           582209688.25","      22501","    4223817","         23.59"
"SOUTHBANK","EQ","11-Jan-2018","         32.35","         32.50","         33.10","         32.05","         32.75","         32.70","         32.77","   11836339","           387902122.75","      17132","    2661615","         22.49"
"SOUTHBANK","EQ","12-Jan-2018","         32.70","         33.00","         33.25","         32.25","         32.85","         32.70","         32.78","   16758529","           549396617.05","      20004","    5930414","         35.39"
"SOUTHBANK","EQ","15-Jan-2018","         32.70","         32.95","         33.15","         32.50","         32.60","         32.65","         32.83","    7506948","           246460873.45","      13228","    2847529","         37.93"
"SOUTHBANK","EQ","16-Jan-2018","         32.65","         32.70","         32.70","         31.75","         31.75","         31.85","         32.14","    8959096","           287907086.75","      13222","    3325987","         37.12"
"SOUTHBANK","EQ","17-Jan-2018","         31.85","         31.85","         32.40","         31.25","         32.05","         32.20","         31.93","    8950201","           285757098.10","      15363","    2161302","         24.15"
"SOUTHBANK","EQ","18-Jan-2018","         32.20","         33.50","         33.60","         31.50","         31.70","         31.80","         32.51","   23475860","           763185304.85","      28948","    7321225","         31.19"
"SOUTHBANK","EQ","19-Jan-2018","         31.80","         31.65","         32.35","         31.50","         32.25","         32.25","         31.94","    8753963","           279591975.40","      13753","    2289211","         26.15"
"SOUTHBANK","EQ","22-Jan-2018","         32.25","         32.10","         32.40","         32.00","         32.20","         32.20","         32.20","    8732068","           281200462.90","      13421","    1820803","         20.85"
"SOUTHBANK","EQ","23-Jan-2018","         32.20","         32.00","         32.45","         32.00","         32.20","         32.30","         32.25","   10163596","           327824774.50","      16602","    2705668","         26.62"
"SOUTHBANK","EQ","24-Jan-2018","         32.30","         32.10","         32.95","         31.80","         31.85","         31.90","         32.02","   10110917","           323708169.90","      13522","    2341747","         23.16"
"SOUTHBANK","EQ","25-Jan-2018","         31.90","         32.00","         32.05","         31.05","         31.25","         31.20","         31.49","   10292508","           324131621.80","      17733","    3797439","         36.90"
"SOUTHBANK","EQ","29-Jan-2018","         31.20","         31.50","         31.50","         30.35","         30.50","         30.45","         30.82","    8359319","           257644782.70","      10501","    3854558","         46.11"
"SOUTHBANK","EQ","30-Jan-2018","         30.45","         30.60","         30.80","         30.15","         30.50","         30.45","         30.51","    7933555","           242043468.60","      10454","    1548286","         19.52"
"SOUTHBANK","EQ","31-Jan-2018","         30.45","         30.25","         30.65","         29.95","         30.25","         30.15","         30.21","   10059105","           303904976.45","      11827","    2181353","         21.69"
"SOUTHBANK","EQ","01-Feb-2018","         30.15","         30.25","         30.55","         29.35","         30.00","         30.00","         30.06","   12036808","           361869463.00","      13401","    3406486","         28.30"
"SOUTHBANK","EQ","02-Feb-2018","         30.00","         29.60","         29.70","         27.50","         28.15","         28.20","         28.51","   26445627","           753849028.15","      25673","   11301738","         42.74"
"SOUTHBANK","EQ","05-Feb-2018","         28.20","         27.80","         28.00","         26.75","         27.70","         27.70","         27.45","   17237756","           473150927.25","      21447","    7541708","         43.75"
"SOUTHBANK","EQ","06-Feb-2018","         27.70","         26.00","         27.40","         25.50","         26.85","         26.95","         26.63","   17728279","           472104941.35","      20958","    6190040","         34.92"
"SOUTHBANK","EQ","07-Feb-2018","         26.95","         27.25","         27.50","         26.70","         26.80","         26.85","         27.12","   12085631","           327777151.45","      14680","    4414145","         36.52"
"SOUTHBANK","EQ","08-Feb-2018","         26.85","         27.40","         27.90","         27.00","         27.80","         27.70","         27.53","    9616349","           264751789.00","      15622","    2800985","         29.13"
"SOUTHBANK","EQ","09-Feb-2018","         27.70","         27.20","         27.70","         26.85","         27.55","         27.50","         27.38","    6186935","           169397858.45","       9652","    1813569","         29.31"
"SOUTHBANK","EQ","12-Feb-2018","         27.50","         27.65","         28.40","         27.60","         28.00","         28.20","         28.12","    7622593","           214324839.65","      10134","    2969752","         38.96"
"SOUTHBANK","EQ","14-Feb-2018","         28.20","         28.20","         28.35","         27.65","         27.70","         27.75","         28.02","    4600227","           128897473.55","       7437","    1826965","         39.71"
"SOUTHBANK","EQ","15-Feb-2018","         27.75","         27.60","         28.05","         26.80","         27.20","         26.95","         27.37","   12903059","           353218887.75","      15713","    4855068","         37.63"
"SOUTHBANK","EQ","16-Feb-2018","         26.95","         27.05","         27.25","         26.55","         26.75","         26.75","         26.83","    6091837","           163422362.20","       8880","    2111308","         34.66"
"SOUTHBANK","EQ","19-Feb-2018","         26.75","         26.60","         27.45","         26.15","         26.75","         26.70","         26.79","   15146915","           405849714.90","      21691","    4847030","         32.00"
"SOUTHBANK","EQ","20-Feb-2018","         26.70","         26.80","         27.15","         26.65","         26.80","         26.85","         26.91","   11712524","           315148500.65","      14217","    4850089","         41.41"
"SOUTHBANK","EQ","21-Feb-2018","         26.85","         27.05","         27.15","         26.65","         26.85","         26.90","         26.88","    6586903","           177039556.70","      10611","    3087721","         46.88"
"SOUTHBANK","EQ","22-Feb-2018","         26.90","         26.65","         27.00","         26.10","         26.50","         26.40","         26.54","   15862173","           420964690.95","      11117","    8802520","         55.49"
"SOUTHBANK","EQ","23-Feb-2018","         26.40","         26.70","         27.00","         26.60","         27.00","         26.90","         26.84","    5422797","           145564312.40","      13607","    2093933","         38.61"
"SOUTHBANK","EQ","26-Feb-2018","         26.90","         27.10","         27.35","         26.85","         27.25","         27.20","         27.08","    7317924","           198152934.95","      12526","    4070403","         55.62"
"SOUTHBANK","EQ","27-Feb-2018","         27.20","         27.25","         27.30","         26.80","         27.00","         27.00","         26.99","    4324395","           116719405.20","      10564","    1614322","         37.33"
"SOUTHBANK","EQ","28-Feb-2018","         27.00","         26.70","         26.90","         26.20","         26.65","         26.60","         26.61","    5996641","           159590760.55","      11564","    1878524","         31.33"
"SOUTHBANK","EQ","01-Mar-2018","         26.60","         26.70","         26.70","         26.00","         26.10","         26.05","         26.28","    6318573","           166074720.90","      14878","    2264515","         35.84"
"SOUTHBANK","EQ","05-Mar-2018","         26.05","         26.15","         26.20","         25.75","         26.05","         26.05","         25.94","    7435862","           192888405.25","      10031","    3662509","         49.25"
"SOUTHBANK","EQ","06-Mar-2018","         26.05","         26.20","         26.30","         25.55","         25.65","         25.70","         25.91","    7516897","           194799062.90","      11649","    3766231","         50.10"
"SOUTHBANK","EQ","07-Mar-2018","         25.70","         25.70","         25.75","         24.10","         24.20","         24.45","         24.80","   13855076","           343627374.10","      15259","    6889975","         49.73"
"SOUTHBANK","EQ","08-Mar-2018","         24.45","         24.60","         25.25","         23.75","         25.15","         25.15","         24.63","   17109782","           421482656.00","      17402","    6888328","         40.26"
"SOUTHBANK","EQ","09-Mar-2018","         25.15","         25.30","         25.30","         24.50","         24.80","         24.95","         24.83","   13891602","           344863593.85","       9984","    5199794","         37.43"
"SOUTHBANK","EQ","12-Mar-2018","         24.95","         25.00","         25.10","         24.05","         24.80","         24.70","         24.56","    8622030","           211777331.80","      11284","    2893826","         33.56"
"SOUTHBANK","EQ","13-Mar-2018","         24.70","         24.75","         25.55","         24.65","         25.05","         25.10","         25.21","    8487226","           213973786.25","      13797","    2736617","         32.24"
"SOUTHBANK","EQ","14-Mar-2018","         25.10","         25.05","         25.45","         24.70","         25.35","         25.40","         25.13","    5834468","           146639998.50","       6844","    1765967","         30.27"
"SOUTHBANK","EQ","15-Mar-2018","         25.40","         25.40","         25.85","         25.30","         25.60","         25.65","         25.60","    7148703","           183013826.15","       8764","    2985398","         41.76"
"SOUTHBANK","EQ","16-Mar-2018","         25.65","         25.60","         25.70","         25.00","         25.10","         25.10","         25.34","    5144997","           130358085.05","       9362","    2409124","         46.82"
"SOUTHBANK","EQ","19-Mar-2018","         25.10","         25.05","         25.20","         24.15","         24.30","         24.30","         24.51","    5110194","           125228178.65","       9913","    1566518","         30.65"
"SOUTHBANK","EQ","20-Mar-2018","         24.30","         24.00","         24.55","         23.85","         24.05","         24.05","         24.22","    6860541","           166143525.40","      11364","    2789107","         40.65"
"SOUTHBANK","EQ","21-Mar-2018","         24.05","         24.40","         24.45","         23.80","         23.90","         23.90","         24.10","    7376058","           177742344.65","      29947","    2949426","         39.99"
"SOUTHBANK","EQ","22-Mar-2018","         23.90","         23.90","         24.00","         23.20","         23.25","         23.25","         23.51","   11745817","           276110939.85","      13164","    5163753","         43.96"
"SOUTHBANK","EQ","23-Mar-2018","         23.25","         22.90","         23.00","         22.35","         22.55","         22.60","         22.57","   22250039","           502269338.20","      17802","   10285045","         46.22"
"SOUTHBANK","EQ","26-Mar-2018","         22.60","         22.50","         23.35","         22.25","         23.30","         23.25","         22.95","    8581277","           196972727.45","      15862","    3184735","         37.11"
"SOUTHBANK","EQ","27-Mar-2018","         23.25","         23.65","         23.75","         23.00","         23.40","         23.35","         23.31","   11381903","           265352043.40","      10309","    5127388","         45.05"
"SOUTHBANK","EQ","28-Mar-2018","         23.35","         23.30","         23.45","         22.65","         22.85","         22.80","         23.06","   12180302","           280922124.05","      18699","    5018329","         41.20"
"SOUTHBANK","EQ","02-Apr-2018","         22.80","         22.95","         23.55","         22.90","         23.45","         23.45","         23.20","    4514187","           104714283.40","      10945","    1900350","         42.10"
"SOUTHBANK","EQ","03-Apr-2018","         23.45","         23.40","         24.25","         23.35","         24.20","         24.15","         23.95","    9042469","           216582597.05","      17256","    3618674","         40.02"
"SOUTHBANK","EQ","04-Apr-2018","         24.15","         24.30","         24.50","         23.65","         23.85","         23.85","         24.08","   12631110","           304139690.35","      21365","    4928583","         39.02"
"SOUTHBANK","EQ","05-Apr-2018","         23.85","         24.40","         24.80","         24.05","         24.55","         24.50","         24.36","    6438750","           156828292.90","      10887","    1886390","         29.30"
"SOUTHBANK","EQ","06-Apr-2018","         24.50","         24.60","         25.35","         24.25","         25.25","         25.30","         24.89","    8289539","           206365113.00","      13087","    2409415","         29.07"
"SOUTHBANK","EQ","09-Apr-2018","         25.30","         25.30","         25.70","         25.25","         25.60","         25.65","         25.51","    5548072","           141545808.40","       6239","    1725326","         31.10"
"SOUTHBANK","EQ","10-Apr-2018","         25.65","         25.70","         25.95","         25.40","         25.70","         25.60","         25.66","    4148533","           106466426.20","       5123","    1493611","         36.00"
"SOUTHBANK","EQ","11-Apr-2018","         25.60","         25.65","         26.00","         24.90","         25.55","         25.55","         25.40","    5146953","           130715781.70","       7794","    1973244","         38.34"
"SOUTHBANK","EQ","12-Apr-2018","         25.55","         25.45","         25.65","         25.00","         25.10","         25.10","         25.37","    3914745","            99323399.90","       9829","    1406073","         35.92"
"SOUTHBANK","EQ","13-Apr-2018","         25.10","         25.25","         25.45","         24.85","         25.00","         25.00","         25.09","    6463197","           162191926.45","      10306","    2916677","         45.13"
"SOUTHBANK","EQ","16-Apr-2018","         25.00","         24.80","         25.35","         24.75","         25.30","         25.15","         25.01","    3060984","            76558647.45","       6513","    1078514","         35.23"
"SOUTHBANK","EQ","17-Apr-2018","         25.15","         25.20","         26.80","         25.20","         26.50","         26.60","         26.35","   20940721","           551749628.65","      21314","    8760288","         41.83"
"SOUTHBANK","EQ","18-Apr-2018","         26.60","         26.80","         26.95","         26.05","         26.20","         26.20","         26.57","   11308353","           300486904.75","      17936","    3347559","         29.60"
"SOUTHBANK","EQ","19-Apr-2018","         26.20","         26.35","         26.75","         26.20","         26.60","         26.50","         26.51","    9417184","           249631042.25","       8893","    4615667","         49.01"
"SOUTHBANK","EQ","20-Apr-2018","         26.50","         26.40","         26.55","         25.90","         26.10","         26.05","         26.22","    9814904","           257366932.30","      15817","    4172412","         42.51"
"SOUTHBANK","EQ","23-Apr-2018","         26.05","         25.85","         26.15","         25.55","         25.70","         25.65","         25.79","    7164684","           184743607.95","       9629","    2944205","         41.09"
"SOUTHBANK","EQ","24-Apr-2018","         25.65","         25.65","         26.05","         25.60","         25.75","         25.85","         25.87","    8692490","           224888837.65","       7869","    4470619","         51.43"
"SOUTHBANK","EQ","25-Apr-2018","         25.85","         25.80","         26.50","         25.50","         26.20","         26.25","         26.07","   16313158","           425343753.75","      17627","    8058860","         49.40"
"SOUTHBANK","EQ","26-Apr-2018","         26.25","         26.40","         26.40","         25.85","         26.00","         26.00","         26.01","   15340220","           398942404.80","      14606","    7663959","         49.96"
"SOUTHBANK","EQ","27-Apr-2018","         26.00","         26.05","         27.15","         26.05","         26.60","         26.65","         26.70","   13795097","           368349267.10","      15309","    4959786","         35.95"
"SOUTHBANK","EQ","30-Apr-2018","         26.65","         26.70","         26.85","         26.40","         26.45","         26.45","         26.60","    3535213","            94044230.10","       6448","    1138631","         32.21"
"SOUTHBANK","EQ","02-May-2018","         26.45","         26.65","         26.70","         25.90","         26.00","         26.00","         26.11","    6325686","           165186960.45","       6618","    1710758","         27.04"
"SOUTHBANK","EQ","03-May-2018","         26.00","         26.05","         26.55","         25.80","         26.10","         26.15","         26.11","    8926755","           233057887.60","      11648","    1744591","         19.54"
"SOUTHBANK","EQ","04-May-2018","         26.15","         26.15","         26.20","         25.80","         25.90","         25.90","         25.97","    3658296","            95001718.90","       7418","    1090799","         29.82"
"SOUTHBANK","EQ","07-May-2018","         25.90","         26.20","         26.35","         25.80","         26.15","         26.10","         26.03","    9208620","           239675001.05","      17168","    2135778","         23.19"
