"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TV18BRDCST","EQ","11-Sep-2017","         41.65","         41.70","         42.30","         41.35","         41.70","         41.60","         41.78","    3941202","           164655226.70","       5771","     884184","         22.43"
"TV18BRDCST","EQ","12-Sep-2017","         41.60","         41.70","         42.00","         41.25","         42.00","         41.75","         41.60","    3023443","           125777890.70","       3573","    1174972","         38.86"
"TV18BRDCST","EQ","13-Sep-2017","         41.75","         42.00","         44.00","         41.70","         43.10","         42.95","         43.34","   17042700","           738567093.60","      22997","    5473595","         32.12"
"TV18BRDCST","EQ","14-Sep-2017","         42.95","         42.75","         43.60","         42.35","         43.00","         43.00","         43.02","    5649586","           243020308.15","       8081","    1284490","         22.74"
"TV18BRDCST","EQ","15-Sep-2017","         43.00","         42.95","         43.05","         42.15","         42.40","         42.35","         42.50","    3458876","           147012138.25","       5068","    1079572","         31.21"
"TV18BRDCST","EQ","18-Sep-2017","         42.35","         42.80","         44.10","         42.55","         43.60","         43.75","         43.47","    5091346","           221341164.65","       7404","    1542969","         30.31"
"TV18BRDCST","EQ","19-Sep-2017","         43.75","         43.90","         44.40","         43.15","         43.90","         43.90","         43.81","    5210938","           228299540.70","       7492","    1168046","         22.42"
"TV18BRDCST","EQ","20-Sep-2017","         43.90","         43.90","         44.25","         43.05","         43.45","         43.35","         43.54","    4142647","           180350472.45","       5388","    1391969","         33.60"
"TV18BRDCST","EQ","21-Sep-2017","         43.35","         43.50","         43.65","         41.80","         42.40","         42.35","         42.44","    4594598","           195016825.65","       5729","    1266766","         27.57"
"TV18BRDCST","EQ","22-Sep-2017","         42.35","         41.90","         42.00","         39.90","         40.20","         40.15","         41.00","    5430332","           222624568.15","       7071","    1949519","         35.90"
"TV18BRDCST","EQ","25-Sep-2017","         40.15","         40.30","         40.30","         38.35","         39.10","         39.05","         39.03","    4473034","           174564687.95","       6056","     977721","         21.86"
"TV18BRDCST","EQ","26-Sep-2017","         39.05","         39.25","         39.65","         38.60","         39.20","         39.15","         39.19","    5195970","           203617690.65","       7368","     692098","         13.32"
"TV18BRDCST","EQ","27-Sep-2017","         39.15","         39.90","         39.95","         38.35","         38.50","         38.50","         39.04","    3118035","           121724798.10","       5705","     797592","         25.58"
"TV18BRDCST","EQ","28-Sep-2017","         38.50","         38.75","         39.25","         38.30","         38.90","         38.65","         38.71","    3010636","           116530671.65","       3888","     771634","         25.63"
"TV18BRDCST","EQ","29-Sep-2017","         38.65","         38.95","         39.35","         38.65","         38.75","         38.85","         39.01","    2192055","            85518992.85","       4268","     504736","         23.03"
