"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"SCI","EQ","11-Sep-2017","         98.60","         99.80","        100.50","         96.90","         97.05","         97.25","         98.89","     909064","            89893006.60","       6561","     350443","         38.55"
"SCI","EQ","12-Sep-2017","         97.25","         97.50","         99.20","         95.50","         95.75","         95.90","         97.04","     863785","            83820311.85","       6961","     408282","         47.27"
"SCI","EQ","13-Sep-2017","         95.90","         95.90","         96.90","         93.90","         94.60","         94.45","         95.09","     772128","            73421760.95","       5615","     312585","         40.48"
"SCI","EQ","14-Sep-2017","         94.45","         94.60","         95.15","         91.75","         92.15","         92.10","         93.06","     836025","            77799382.95","       7090","     404328","         48.36"
"SCI","EQ","15-Sep-2017","         92.10","         91.90","         94.90","         91.20","         92.35","         92.50","         92.95","    1256744","           116816787.60","      10252","     432814","         34.44"
"SCI","EQ","18-Sep-2017","         92.50","         93.90","         94.95","         93.00","         94.10","         93.90","         93.98","     661484","            62167111.15","       6151","     209174","         31.62"
"SCI","EQ","19-Sep-2017","         93.90","         94.40","         96.25","         92.80","         93.25","         93.50","         94.09","     757801","            71300871.05","       7113","     261175","         34.46"
"SCI","EQ","20-Sep-2017","         93.50","         93.60","         95.20","         92.00","         92.20","         92.25","         93.43","     688569","            64335318.90","       6716","     284474","         41.31"
"SCI","EQ","21-Sep-2017","         92.25","         92.50","         92.85","         89.50","         89.60","         89.70","         90.67","     756517","            68594422.60","       5312","     405617","         53.62"
"SCI","EQ","22-Sep-2017","         89.70","         89.00","         89.40","         86.00","         87.30","         87.55","         87.58","    1303373","           114152419.80","       7346","     750602","         57.59"
"SCI","EQ","25-Sep-2017","         87.55","         87.30","        100.40","         84.35","         99.45","         97.95","         94.83","    5611435","           532122070.75","      28052","    1683616","         30.00"
"SCI","EQ","26-Sep-2017","         97.95","         99.45","        100.80","         93.70","         93.80","         94.15","         96.46","    2290745","           220970466.70","      22096","     618824","         27.01"
"SCI","EQ","27-Sep-2017","         94.15","         94.65","         99.35","         91.60","         92.20","         92.30","         95.59","    2549887","           243738527.90","      22165","     637370","         25.00"
