"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"WHIRLPOOL","EQ","09-Oct-2017","       1362.95","       1348.00","       1370.00","       1340.00","       1341.55","       1349.40","       1349.98","      28675","            38710746.90","       4089","      15559","         54.26"
"WHIRLPOOL","EQ","10-Oct-2017","       1349.40","       1351.65","       1367.00","       1340.20","       1357.75","       1354.70","       1352.94","     178342","           241285328.70","       1651","     163703","         91.79"
"WHIRLPOOL","EQ","11-Oct-2017","       1354.70","       1354.45","       1365.30","       1346.25","       1350.00","       1350.80","       1353.85","      32668","            44227484.60","       1851","      26992","         82.63"
"WHIRLPOOL","EQ","12-Oct-2017","       1350.80","       1340.00","       1366.00","       1328.10","       1366.00","       1357.90","       1344.99","      14909","            20052386.10","       1648","       7360","         49.37"
"WHIRLPOOL","EQ","13-Oct-2017","       1357.90","       1341.60","       1394.00","       1340.00","       1351.05","       1354.85","       1366.59","      10122","            13832578.85","       1543","       3456","         34.14"
"WHIRLPOOL","EQ","16-Oct-2017","       1354.85","       1375.00","       1376.15","       1348.10","       1352.00","       1351.50","       1354.21","      22822","            30905717.60","       1073","      18696","         81.92"
"WHIRLPOOL","EQ","17-Oct-2017","       1351.50","       1345.00","       1409.00","       1331.20","       1355.50","       1364.95","       1379.40","      59007","            81394432.05","       4411","      15046","         25.50"
"WHIRLPOOL","EQ","18-Oct-2017","       1364.95","       1374.00","       1418.50","       1360.00","       1398.00","       1405.50","       1400.59","      58611","            82089740.50","       4959","      23984","         40.92"
"WHIRLPOOL","EQ","19-Oct-2017","       1405.50","       1414.75","       1430.00","       1383.55","       1407.85","       1415.00","       1419.06","      10374","            14721331.70","       1205","       5610","         54.08"
"WHIRLPOOL","EQ","23-Oct-2017","       1415.00","       1446.00","       1450.00","       1403.55","       1415.05","       1429.85","       1433.47","      29437","            42197013.30","       4350","      16137","         54.82"
"WHIRLPOOL","EQ","24-Oct-2017","       1429.85","       1434.95","       1443.70","       1415.50","       1420.05","       1424.25","       1427.06","      15601","            22263583.50","       3258","       9714","         62.27"
"WHIRLPOOL","EQ","25-Oct-2017","       1424.25","       1421.55","       1421.55","       1375.05","       1394.20","       1393.05","       1394.62","      59171","            82521059.35","       5919","      44067","         74.47"
"WHIRLPOOL","EQ","26-Oct-2017","       1393.05","       1395.00","       1439.00","       1362.00","       1401.15","       1401.45","       1407.38","     225340","           317138037.30","      12824","      62665","         27.81"
